aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.0,0.016,0.067,0.413,0.0,0.009,0.056,0.425,0.773,0.36,0.005,0.335,0.798,0.717,1.0,0.062,0.086,0.9,0.16,0.111,0.0
0.012,0.03,0.057,0.134,0.692,0.05,0.1,0.835,0.793,0.86,0.86,0.66,0.088,0.563,0.9,0.002,0.353,0.9,0.06,0.333,0.0
0.016,0.613,0.029,0.024,0.154,0.003,0.1,0.36,0.38,0.37,0.007,0.765,0.788,0.563,0.3,0.048,0.029,1.0,0.16,1.0,0.0
0.016,0.489,0.038,0.123,0.538,0.002,0.011,0.14,0.187,0.19,0.0,0.685,0.966,0.491,0.9,0.032,0.284,1.0,0.02,0.222,0.0
0.018,0.036,0.01,0.156,0.154,0.016,0.078,0.855,0.933,0.95,0.95,0.125,0.52,0.666,0.7,0.006,0.238,0.4,0.1,0.889,0.0
0.006,0.077,0.067,0.026,0.769,0.02,0.044,0.35,0.953,0.35,0.004,0.94,0.514,0.737,0.2,0.199,0.071,0.6,0.04,0.333,0.0
0.012,0.076,0.038,0.296,0.769,0.008,0.011,0.28,0.86,0.64,0.64,0.9,0.197,0.713,0.8,0.033,0.04,0.9,0.18,1.0,0.0
0.016,0.185,0.029,0.176,0.231,0.031,0.022,0.535,0.9,0.39,0.003,0.565,0.73,0.485,0.3,0.048,0.024,0.6,0.0,0.444,0.0
0.01,0.012,0.038,0.018,0.0,0.009,0.0,0.33,0.587,0.68,0.68,0.565,0.912,0.734,0.2,0.003,0.344,0.1,0.16,0.556,0.0
0.02,0.009,0.076,0.065,0.692,0.005,0.111,0.585,0.873,0.57,0.57,0.545,0.341,0.754,0.7,0.076,0.186,0.5,0.16,0.222,0.0
0.016,0.346,0.029,0.152,0.462,0.001,0.078,0.145,0.447,0.65,0.65,0.775,0.573,0.689,1.0,0.125,0.526,0.4,0.04,0.778,0.0
0.018,0.011,0.086,0.004,0.0,0.008,0.067,0.745,0.5,0.66,0.66,0.495,0.527,0.771,0.7,0.004,0.497,0.2,0.08,1.0,0.0
0.012,0.034,0.01,0.156,0.692,0.03,0.078,0.145,0.853,0.96,0.96,0.2,0.563,0.515,0.3,0.004,0.014,0.9,0.12,0.778,0.0
0.008,0.02,0.019,0.091,0.615,0.041,0.111,0.625,0.193,0.78,0.78,0.56,0.136,0.478,0.6,0.175,0.237,0.7,0.16,0.667,0.0
0.016,0.345,0.01,0.081,0.692,0.002,0.011,0.67,0.24,0.84,0.84,0.35,0.459,0.43,0.7,0.038,0.317,0.9,0.08,0.556,0.0
0.012,0.031,0.048,0.032,0.154,0.036,0.089,0.425,0.547,0.9,0.9,0.77,0.73,0.689,0.9,0.007,0.25,0.3,0.18,0.0,0.0
0.004,0.167,0.019,0.073,0.308,0.05,0.044,0.605,0.727,0.77,0.77,0.79,0.106,0.406,0.4,0.006,0.02,0.5,0.18,0.889,0.0
0.002,0.02,0.057,0.251,0.769,0.002,0.022,0.38,0.16,0.28,0.007,0.135,0.195,0.645,0.1,0.05,0.146,0.7,0.1,0.667,0.0
0.008,0.126,0.048,0.026,0.154,0.052,0.089,0.67,0.953,0.37,0.007,0.76,0.668,0.577,0.5,0.065,0.001,0.5,0.14,0.333,0.0
0.02,0.171,0.029,0.083,0.077,0.003,0.056,0.195,0.98,0.58,0.58,0.77,0.132,0.642,0.2,0.012,0.109,0.0,0.12,0.444,0.0
0.004,0.114,0.038,0.142,0.385,0.007,0.111,0.86,0.713,0.96,0.96,0.595,0.594,0.71,0.5,0.009,0.086,0.2,0.04,0.222,0.0
0.014,0.009,0.048,0.099,0.308,0.013,0.033,0.93,0.28,0.15,0.003,0.575,0.311,0.706,0.5,0.072,0.073,0.6,0.06,0.667,0.0
0.002,0.031,0.057,0.235,0.0,0.0,0.056,0.675,0.707,0.22,0.007,0.345,0.595,0.56,0.5,0.009,0.141,0.7,0.1,0.333,0.0
0.006,0.267,0.057,0.152,0.077,0.005,0.044,0.79,0.1,0.72,0.72,0.065,0.47,0.498,0.8,0.005,0.106,0.6,0.0,1.0,0.0
0.006,0.539,0.0,0.111,0.462,0.01,0.078,0.545,0.9,0.38,0.006,0.65,0.943,0.474,1.0,0.08,0.155,0.5,0.04,0.778,0.0
0.004,0.323,0.076,0.192,0.385,0.013,0.067,0.2,0.773,0.87,0.87,0.63,0.946,0.474,0.8,0.056,0.302,0.3,0.12,0.889,0.0
0.014,0.098,0.048,0.119,0.538,0.001,0.089,0.59,0.047,0.77,0.77,0.21,0.859,0.457,0.9,0.211,0.001,0.5,0.04,0.667,0.0
0.008,0.012,0.076,0.227,0.308,0.007,0.089,0.155,0.86,0.56,0.56,0.13,0.9,0.604,0.2,0.155,0.054,0.2,0.2,0.889,0.0
0.006,0.1,0.01,0.19,0.538,0.005,0.022,0.42,0.367,0.78,0.78,0.59,0.295,0.59,0.3,0.071,0.081,0.4,0.02,0.778,0.0
0.012,0.068,0.038,0.142,0.769,0.03,0.1,0.165,0.147,0.31,0.008,0.815,0.591,0.403,0.7,0.044,0.066,0.4,0.12,0.667,0.0
0.018,0.19,0.019,0.061,0.154,0.044,0.044,0.72,0.42,0.23,0.004,0.81,0.837,0.645,0.3,0.035,0.144,0.2,0.16,0.222,0.0
0.014,0.034,0.038,0.121,0.077,0.01,0.011,0.33,0.393,0.65,0.65,0.97,0.745,0.553,0.8,0.138,0.542,0.9,0.02,0.444,0.0
0.008,0.008,0.067,0.273,0.154,0.007,0.111,0.07,0.513,0.24,0.003,0.31,0.704,0.683,0.5,0.096,0.098,0.8,0.04,0.889,0.0
0.016,0.005,0.01,0.281,0.615,0.037,0.0,0.575,0.353,0.66,0.66,0.44,0.438,0.635,0.1,0.001,0.431,0.0,0.12,0.222,0.0
0.002,0.052,0.067,0.447,0.769,0.002,0.022,0.98,0.333,0.5,0.5,0.98,0.338,0.505,0.4,0.121,0.179,0.7,0.1,0.667,0.0
0.006,0.017,0.01,0.008,0.077,0.012,0.044,0.17,0.933,0.56,0.56,0.065,0.216,0.669,0.9,0.035,0.509,0.5,0.02,0.333,0.0
0.018,0.15,0.048,0.144,0.538,0.045,0.1,0.075,0.793,0.61,0.61,0.82,0.889,0.444,0.1,0.011,0.105,0.0,0.04,0.111,0.0
0.02,0.026,0.086,0.055,0.231,0.009,0.033,0.8,0.553,0.68,0.68,0.765,0.252,0.836,0.9,0.095,0.277,0.5,0.08,0.556,0.0
0.0,0.017,0.057,0.261,0.077,0.066,0.078,0.11,0.527,0.59,0.59,0.595,0.749,0.481,0.1,0.087,0.005,0.8,0.1,0.556,0.0
0.004,0.47,0.095,0.593,0.462,0.054,0.111,0.705,0.613,0.93,0.93,0.375,0.823,0.638,0.5,0.115,0.175,0.5,0.02,0.778,0.0
0.012,0.023,0.019,0.093,0.692,0.023,0.089,0.35,0.38,0.3,0.005,0.325,0.822,0.724,0.8,0.045,0.442,0.3,0.14,0.333,0.0
0.004,0.022,0.095,0.065,0.692,0.001,0.1,0.895,0.393,0.25,0.008,0.15,0.688,0.628,0.6,0.056,0.101,0.8,0.1,0.444,0.0
0.018,0.172,0.086,0.206,0.615,0.015,0.022,0.185,0.24,0.41,0.002,0.3,0.015,0.464,0.3,0.036,0.03,0.4,0.14,0.667,0.0
0.012,0.361,0.048,0.431,0.462,0.052,0.022,0.255,0.047,0.12,0.006,0.375,0.381,0.587,0.1,0.157,0.11,0.6,0.14,0.111,0.0
0.016,0.051,0.086,0.261,0.231,0.022,0.089,0.61,0.307,0.37,0.004,0.525,0.461,0.454,0.5,0.102,0.021,0.9,0.18,0.889,0.0
0.014,0.123,0.019,0.101,0.077,0.014,0.111,0.795,0.673,0.3,0.008,0.26,0.021,0.652,0.4,0.017,0.244,0.8,0.02,0.889,0.0
0.01,0.294,0.057,0.346,0.154,0.037,0.067,0.395,0.213,0.64,0.64,0.22,0.048,0.515,0.1,0.052,0.377,0.8,0.08,0.556,0.0
0.018,0.15,0.067,0.132,0.615,0.008,0.056,0.18,0.873,0.64,0.64,0.77,0.489,0.546,0.6,0.036,0.409,0.6,0.12,0.111,0.0
0.018,0.008,0.038,0.036,0.231,0.041,0.044,0.335,0.487,0.92,0.92,0.285,0.34,0.614,0.9,0.007,0.528,0.9,0.08,0.0,0.0
0.018,0.339,0.01,0.445,0.385,0.017,0.067,0.46,0.727,0.75,0.75,0.425,0.332,0.512,0.9,0.07,0.013,0.5,0.04,0.111,0.0
0.02,0.333,0.0,0.549,0.385,0.006,0.111,0.38,0.413,0.65,0.65,0.22,0.374,0.908,0.5,0.004,0.527,0.3,0.2,0.222,0.0
0.018,0.028,0.076,0.158,0.692,0.009,0.056,0.065,0.04,0.58,0.58,0.175,0.158,0.392,0.7,0.01,0.093,0.1,0.1,0.667,0.0
0.014,0.639,0.057,0.038,0.308,0.009,0.022,0.31,0.293,0.31,0.002,0.68,0.619,0.703,0.4,0.019,0.186,0.9,0.18,0.222,0.0
0.002,0.028,0.048,0.071,0.385,0.061,0.044,0.665,0.713,0.35,0.004,0.495,0.469,0.645,0.9,0.014,0.045,0.9,0.12,1.0,0.0
0.018,0.097,0.01,0.073,0.308,0.001,0.089,0.43,0.867,0.89,0.89,0.1,0.524,0.648,0.4,0.188,0.385,0.5,0.12,0.667,0.0
0.018,0.062,0.086,0.372,0.231,0.007,0.111,0.33,0.267,0.25,0.003,0.72,0.38,0.546,1.0,0.068,0.103,0.9,0.06,0.444,0.0
0.014,0.209,0.095,0.381,0.308,0.01,0.033,0.945,0.633,0.36,0.003,0.89,0.826,0.512,0.4,0.028,0.079,0.2,0.0,0.667,0.0
0.004,0.242,0.038,0.332,0.154,0.016,0.1,0.51,0.893,0.62,0.62,0.31,0.918,0.782,0.6,0.006,0.091,0.2,0.2,0.667,0.0
0.012,0.077,0.019,0.073,0.385,0.012,0.089,0.735,0.14,0.33,0.005,0.53,0.155,0.659,0.1,0.008,0.034,0.6,0.14,0.556,0.0
0.004,0.18,0.086,0.158,0.462,0.031,0.022,0.985,0.567,0.56,0.56,0.48,0.967,0.604,0.3,0.028,0.163,0.2,0.0,0.333,0.0
0.002,0.161,0.019,0.006,0.692,0.039,0.022,0.425,0.16,0.49,0.001,0.105,0.619,0.577,0.4,0.02,0.119,0.2,0.16,0.556,0.0
0.02,0.739,0.067,0.134,0.692,0.02,0.033,0.265,0.033,0.32,0.002,0.09,0.564,0.584,0.5,0.108,0.154,0.5,0.14,0.556,0.0
0.02,0.3,0.076,0.672,0.538,0.038,0.111,0.405,0.833,0.15,0.002,0.78,0.398,0.519,0.7,0.007,0.224,0.9,0.16,0.444,0.0
0.018,0.677,0.029,0.504,0.077,0.01,0.022,0.395,0.227,0.21,0.001,0.4,0.058,0.392,0.9,0.004,0.068,0.3,0.04,0.111,0.0
0.01,0.034,0.019,0.18,0.0,0.047,0.022,0.92,0.5,0.92,0.92,0.71,0.391,0.498,0.4,0.015,0.176,0.2,0.04,1.0,0.0
0.012,0.147,0.019,0.105,0.615,0.016,0.056,0.545,0.247,0.53,0.53,0.375,0.793,0.389,0.9,0.101,0.217,0.5,0.04,1.0,0.0
0.002,0.208,0.086,0.091,0.462,0.014,0.011,0.905,0.253,0.09,0.006,0.415,0.394,0.536,0.7,0.049,0.387,0.5,0.16,0.0,0.0
0.018,0.004,0.019,0.091,0.231,0.009,0.022,0.135,0.967,0.84,0.84,0.7,0.241,0.522,0.0,0.056,0.155,0.4,0.14,0.556,0.0
0.014,0.321,0.067,0.2,0.308,0.029,0.1,0.345,0.3,0.03,0.005,0.245,0.431,0.676,0.0,0.067,0.083,0.9,0.08,0.444,0.0
0.014,0.015,0.076,0.391,0.462,0.006,0.056,0.205,0.813,0.29,0.006,0.505,0.858,0.604,0.1,0.062,0.079,0.7,0.04,0.556,0.0
0.002,0.266,0.038,0.13,0.077,0.033,0.022,0.51,0.02,0.73,0.73,0.69,0.807,0.553,0.2,0.058,0.607,0.3,0.12,0.778,0.0
0.014,0.028,0.038,0.121,0.538,0.079,0.089,0.575,0.513,0.77,0.77,0.095,0.447,0.662,0.0,0.063,0.033,0.3,0.04,0.0,0.0
0.008,0.583,0.086,0.516,0.538,0.012,0.067,0.815,0.9,0.69,0.69,0.1,0.052,0.614,0.9,0.002,0.274,0.6,0.0,0.556,0.0
0.012,0.19,0.01,0.15,0.462,0.039,0.044,0.58,0.267,0.25,0.002,0.45,0.291,0.659,1.0,0.084,0.348,1.0,0.08,0.444,0.0
0.018,0.016,0.057,0.217,0.462,0.009,0.1,0.09,0.493,0.19,0.005,0.56,0.915,0.56,0.8,0.029,0.285,0.6,0.16,0.222,0.0
0.014,0.013,0.057,0.121,0.0,0.01,0.067,0.5,0.92,0.68,0.68,0.99,0.85,0.683,0.8,0.076,0.116,0.6,0.0,0.778,0.0
0.01,0.472,0.029,0.431,0.308,0.002,0.078,0.2,0.587,0.59,0.59,0.59,0.333,0.584,0.3,0.052,0.12,0.2,0.16,0.667,0.0
0.006,0.029,0.086,0.065,0.385,0.033,0.033,0.715,0.453,0.42,0.005,0.54,0.846,0.672,0.1,0.017,0.124,0.4,0.12,0.111,0.0
0.012,0.132,0.067,0.16,0.615,0.02,0.067,0.05,0.573,0.4,0.003,0.035,0.762,0.625,0.1,0.008,0.438,0.5,0.16,0.556,0.0
0.004,0.303,0.048,0.279,0.0,0.008,0.089,0.33,0.02,0.62,0.62,0.12,0.121,0.539,1.0,0.01,0.056,0.2,0.06,0.333,0.0
0.018,0.015,0.0,0.336,0.077,0.009,0.033,0.03,0.24,0.28,0.004,0.1,0.191,0.683,0.6,0.094,0.181,0.5,0.06,0.667,0.0
0.004,0.37,0.0,0.138,0.462,0.001,0.044,0.205,0.48,0.25,0.007,0.1,0.044,0.505,1.0,0.054,0.019,0.6,0.14,0.222,0.0
0.012,0.163,0.048,0.18,0.385,0.001,0.033,0.125,0.073,0.71,0.71,0.45,0.091,0.498,0.4,0.077,0.491,0.6,0.04,0.333,0.0
0.004,0.396,0.057,0.202,0.538,0.071,0.0,0.215,0.6,0.79,0.79,0.995,0.151,0.741,0.1,0.005,0.438,0.9,0.04,0.333,0.0
0.014,0.118,0.057,0.308,0.154,0.01,0.033,0.045,0.98,0.14,0.0,0.325,0.95,0.543,0.9,0.045,0.111,0.4,0.04,0.667,0.0
0.004,0.179,0.048,0.508,0.538,0.025,0.011,0.195,0.067,0.15,0.002,0.165,0.871,0.631,0.8,0.005,0.009,0.6,0.04,0.444,0.0
0.0,0.753,0.057,0.245,0.154,0.053,0.078,0.375,0.86,0.18,0.001,0.67,0.668,0.406,0.5,0.029,0.229,0.8,0.06,0.556,0.0
0.018,0.102,0.086,0.065,0.154,0.021,0.067,0.915,0.527,0.7,0.7,0.61,0.08,0.543,1.0,0.002,0.059,0.9,0.06,0.0,0.0
0.012,0.47,0.048,0.077,0.077,0.016,0.033,0.14,0.74,0.2,0.008,0.26,0.06,0.614,0.8,0.008,0.315,0.6,0.02,0.222,0.0
0.012,0.284,0.086,0.002,0.385,0.056,0.067,0.815,0.5,0.95,0.95,0.81,0.733,0.444,0.1,0.14,0.084,0.6,0.1,0.556,0.0
0.018,0.887,0.019,0.184,0.692,0.061,0.056,0.51,0.827,0.44,0.001,0.985,0.562,0.529,0.2,0.028,0.328,0.8,0.04,1.0,0.0
0.014,0.3,0.057,0.362,0.308,0.058,0.089,0.645,0.673,0.03,0.006,0.065,0.74,0.597,0.2,0.078,0.023,0.9,0.04,1.0,0.0
0.018,0.029,0.029,0.192,0.154,0.062,0.0,0.435,0.927,0.35,0.001,0.1,0.583,0.628,0.3,0.012,0.447,0.8,0.02,0.778,0.0
0.006,0.05,0.01,0.662,0.308,0.014,0.089,0.43,0.86,0.39,0.005,0.08,0.578,0.645,0.8,0.15,0.101,0.1,0.18,0.444,0.0
0.008,0.115,0.067,0.65,0.615,0.02,0.067,0.33,0.027,0.32,0.002,0.14,0.412,0.509,0.2,0.089,0.04,0.0,0.08,0.222,0.0
0.014,0.075,0.095,0.061,0.385,0.058,0.056,0.565,0.16,0.59,0.59,0.255,0.32,0.614,0.4,0.002,0.204,0.0,0.14,0.889,0.0
0.0,0.148,0.086,0.115,0.385,0.005,0.044,0.05,0.48,0.39,0.008,0.055,0.783,0.447,0.7,0.16,0.439,1.0,0.16,0.667,0.0
0.004,0.015,0.038,0.219,0.231,0.009,0.1,0.195,0.507,0.15,0.004,0.41,0.796,0.546,1.0,0.006,0.033,0.2,0.2,0.111,0.0
0.016,0.108,0.067,0.589,0.0,0.01,0.011,0.69,0.42,0.97,0.97,0.085,0.21,0.543,0.4,0.046,0.12,0.4,0.16,0.667,0.0
0.004,0.863,0.0,0.551,0.154,0.01,0.111,0.825,0.333,0.09,0.006,0.9,0.215,0.553,0.1,0.081,0.035,0.8,0.2,0.778,0.0
0.012,0.073,0.01,0.2,0.385,0.039,0.111,0.37,0.56,0.22,0.004,0.215,0.131,0.553,0.7,0.137,0.643,0.9,0.08,1.0,0.0
0.01,0.16,0.067,0.466,0.462,0.006,0.044,0.525,0.84,0.03,0.003,0.395,0.456,0.642,0.4,0.03,0.004,0.1,0.06,1.0,0.0
0.018,0.026,0.067,0.543,0.385,0.017,0.056,0.02,0.367,0.58,0.58,0.635,0.105,0.628,0.4,0.165,0.589,0.3,0.1,0.111,0.0
0.008,0.161,0.095,0.259,0.231,0.012,0.011,0.985,0.907,0.37,0.001,0.3,0.732,0.512,0.4,0.084,0.099,0.3,0.18,0.556,0.0
0.008,0.035,0.057,0.302,0.077,0.008,0.067,0.575,0.167,0.04,0.003,0.675,0.123,0.642,1.0,0.154,0.059,0.9,0.2,0.222,0.0
0.012,0.32,0.019,0.036,0.385,0.03,0.089,0.27,0.527,0.89,0.89,0.35,0.784,0.693,0.5,0.002,0.025,0.6,0.16,0.889,0.0
0.014,0.032,0.029,0.19,0.231,0.044,0.0,0.95,0.787,0.46,0.007,0.56,0.844,0.635,0.3,0.139,0.359,0.5,0.04,0.556,0.0
0.02,0.015,0.029,0.146,0.692,0.006,0.1,0.66,0.433,0.95,0.95,0.74,0.485,0.406,0.0,0.038,0.113,0.0,0.02,1.0,0.0
0.004,0.125,0.067,0.457,0.308,0.006,0.067,0.89,0.007,0.75,0.75,0.765,0.286,0.679,0.4,0.181,0.164,0.1,0.1,0.778,0.0
0.018,0.419,0.019,0.091,0.308,0.029,0.089,0.955,0.64,0.14,0.002,0.66,0.827,0.464,1.0,0.176,0.018,0.2,0.16,0.222,0.0
0.016,0.431,0.01,0.328,0.231,0.007,0.067,0.695,0.44,0.7,0.7,0.63,0.461,0.597,0.3,0.006,0.094,0.0,0.18,0.0,0.0
0.008,0.095,0.048,0.261,0.615,0.002,0.011,0.12,0.553,0.8,0.8,0.97,0.438,0.614,0.6,0.002,0.02,1.0,0.16,0.556,0.0
0.02,0.17,0.057,0.047,0.385,0.001,0.056,0.965,0.52,0.55,0.55,0.85,0.92,0.543,0.3,0.007,0.184,0.4,0.12,0.111,0.0
0.016,0.86,0.057,0.002,0.0,0.006,0.022,0.995,0.053,0.1,0.008,0.86,0.854,0.7,0.1,0.001,0.055,0.8,0.18,0.222,0.0
0.016,0.486,0.095,0.105,0.385,0.002,0.056,0.425,0.093,0.41,0.006,0.915,0.723,0.57,1.0,0.024,0.416,0.3,0.02,0.222,0.0
0.002,0.053,0.038,0.194,0.308,0.002,0.067,0.53,0.72,0.15,0.001,0.945,0.377,0.751,0.7,0.006,0.109,1.0,0.16,0.0,0.0
0.008,0.779,0.057,0.198,0.462,0.055,0.011,0.13,0.547,0.74,0.74,0.985,0.908,0.444,0.3,0.055,0.123,1.0,0.14,0.778,0.0
0.014,0.008,0.057,0.091,0.154,0.058,0.033,0.49,0.22,0.49,0.007,0.31,0.254,0.468,0.4,0.096,0.079,0.3,0.06,0.333,0.0
0.0,0.187,0.067,0.599,0.385,0.029,0.067,0.025,0.267,0.74,0.74,0.06,0.681,0.669,0.0,0.045,0.049,0.6,0.08,0.0,0.0
0.02,0.019,0.057,0.401,0.231,0.041,0.044,0.705,0.72,0.38,0.002,0.75,0.04,0.7,0.3,0.001,0.412,0.4,0.12,0.444,0.0
0.014,0.071,0.029,0.581,0.231,0.008,0.111,0.71,0.86,0.28,0.002,0.05,0.102,0.543,0.4,0.005,0.212,0.8,0.1,0.778,0.0
0.0,0.086,0.095,0.128,0.308,0.014,0.056,0.855,0.9,0.85,0.85,0.5,0.688,0.42,0.5,0.016,0.318,0.1,0.14,1.0,0.0
0.018,0.187,0.048,0.028,0.231,0.03,0.022,0.065,0.947,0.48,0.006,0.91,0.57,0.495,0.5,0.001,0.372,0.0,0.08,0.556,0.0
0.006,0.124,0.057,0.162,0.308,0.01,0.044,0.495,0.207,0.01,0.007,0.95,0.575,0.549,0.3,0.118,0.125,0.4,0.08,0.444,0.0
0.006,0.187,0.029,0.441,0.154,0.069,0.111,0.855,0.02,0.6,0.6,0.965,0.531,0.464,0.3,0.103,0.026,0.1,0.02,0.444,0.0
0.004,0.902,0.067,0.504,0.308,0.01,0.022,0.615,0.987,0.57,0.57,0.53,0.373,0.386,0.5,0.065,0.816,0.9,0.04,0.444,0.0
0.006,0.065,0.01,0.176,0.385,0.01,0.067,0.43,0.073,0.85,0.85,0.505,0.349,0.372,0.8,0.157,0.063,0.4,0.04,0.667,0.0
0.006,0.007,0.019,0.087,0.538,0.001,0.056,0.325,0.133,0.45,0.005,0.065,0.845,0.584,0.3,0.038,0.359,0.1,0.18,0.111,0.0
0.012,0.534,0.038,0.374,0.385,0.024,0.078,0.93,0.7,0.58,0.58,0.03,0.326,0.495,0.3,0.074,0.008,0.4,0.08,0.111,0.0
0.004,0.363,0.067,0.047,0.231,0.023,0.033,0.315,0.687,0.18,0.004,0.155,0.502,0.621,0.3,0.152,0.385,0.5,0.18,0.889,0.0
0.014,0.091,0.01,0.024,0.692,0.021,0.0,0.245,0.92,0.31,0.009,0.575,0.928,0.713,0.5,0.057,0.024,0.8,0.2,0.889,0.0
0.016,0.488,0.086,0.136,0.154,0.045,0.089,0.155,0.493,0.55,0.55,0.465,0.444,0.689,0.9,0.128,0.786,0.9,0.02,0.556,0.0
0.008,0.69,0.086,0.798,0.385,0.009,0.011,0.36,0.06,0.11,0.003,0.83,0.869,0.375,0.9,0.009,0.329,0.1,0.12,1.0,0.0
0.016,0.326,0.076,0.346,0.462,0.006,0.044,0.065,0.693,0.26,0.001,0.785,0.601,0.536,0.2,0.007,0.07,0.9,0.14,0.0,0.0
0.012,0.116,0.067,0.069,0.615,0.008,0.022,0.74,0.633,0.91,0.91,0.365,0.92,0.72,0.6,0.089,0.025,0.4,0.14,0.0,0.0
0.004,0.511,0.038,0.204,0.385,0.003,0.044,0.235,0.68,0.4,0.0,0.1,0.962,0.642,0.7,0.175,0.006,0.7,0.02,0.889,0.0
0.016,0.146,0.076,0.401,0.077,0.006,0.0,0.02,0.867,0.03,0.007,0.55,0.057,0.396,0.8,0.001,0.085,0.7,0.18,0.444,0.0
0.004,0.337,0.076,0.024,0.308,0.009,0.1,0.83,0.72,0.32,0.001,0.085,0.727,0.587,0.1,0.022,0.074,0.3,0.12,0.889,0.0
0.012,0.56,0.019,0.166,0.231,0.025,0.022,0.34,0.8,0.26,0.006,0.775,0.796,0.457,0.9,0.016,0.399,0.5,0.12,0.0,0.0
0.002,0.326,0.048,0.119,0.231,0.008,0.089,0.975,0.66,0.05,0.009,0.78,0.98,0.461,0.6,0.004,0.061,0.1,0.14,0.222,0.0
0.008,0.354,0.048,0.142,0.154,0.018,0.022,0.815,0.447,0.4,0.008,0.715,0.345,0.44,0.8,0.038,0.279,0.2,0.16,0.333,0.0
0.014,0.174,0.076,0.154,0.615,0.001,0.1,0.665,0.72,0.44,0.005,0.465,0.211,0.932,0.1,0.002,0.627,0.2,0.1,0.111,0.0
0.02,0.058,0.057,0.188,0.615,0.06,0.033,0.265,0.62,0.36,0.003,0.51,0.129,0.638,0.0,0.092,0.154,0.1,0.18,1.0,0.0
0.016,0.027,0.086,0.091,0.769,0.0,0.078,0.31,0.587,0.25,0.002,0.835,0.469,0.618,0.8,0.005,0.373,1.0,0.2,0.444,0.0
0.018,0.003,0.048,0.54,0.077,0.021,0.111,0.8,0.107,0.02,0.003,0.89,0.842,0.515,0.2,0.013,0.347,0.3,0.08,0.111,0.0
0.018,0.031,0.067,0.457,0.077,0.054,0.067,0.065,0.2,0.2,0.003,0.25,0.861,0.683,0.5,0.001,0.103,0.1,0.04,0.0,0.0
0.012,0.23,0.086,0.15,0.308,0.017,0.1,0.97,0.42,0.75,0.75,0.545,0.47,0.461,0.8,0.012,0.041,0.2,0.14,0.222,0.0
0.014,0.097,0.086,0.522,0.077,0.024,0.089,0.255,0.993,0.24,0.003,0.1,0.216,0.672,0.8,0.15,0.091,0.4,0.12,0.778,0.0
0.006,0.046,0.029,0.113,0.154,0.001,0.111,0.09,0.107,0.51,0.51,0.865,0.414,0.543,0.6,0.001,0.061,0.8,0.18,0.778,0.0
0.0,0.626,0.076,0.283,0.0,0.06,0.067,0.07,0.5,0.51,0.51,0.465,0.233,0.87,0.9,0.01,0.198,0.7,0.1,0.889,0.0
0.012,0.02,0.029,0.168,0.538,0.007,0.044,0.445,0.407,0.01,0.001,0.585,0.633,0.464,0.4,0.038,0.028,0.2,0.16,0.667,0.0
0.014,0.116,0.067,0.049,0.692,0.029,0.033,0.04,0.96,0.34,0.004,0.86,0.071,0.717,1.0,0.074,0.578,0.5,0.16,0.889,0.0
0.006,0.013,0.076,0.115,0.308,0.009,0.044,0.89,0.847,0.15,0.002,0.815,0.929,0.522,0.6,0.01,0.051,1.0,0.18,0.444,0.0
0.006,0.053,0.01,0.087,0.077,0.01,0.033,0.66,0.507,0.23,0.004,0.64,0.778,0.488,0.2,0.03,0.37,0.5,0.02,0.222,0.0
0.006,0.382,0.067,0.512,0.769,0.002,0.022,0.5,0.093,0.36,0.005,0.5,0.727,0.7,0.5,0.082,0.06,0.4,0.04,0.333,0.0
0.018,0.063,0.086,0.13,0.385,0.041,0.078,0.435,0.76,0.79,0.79,0.51,0.279,0.57,0.6,0.214,0.277,1.0,0.16,0.333,0.0
0.004,0.396,0.057,0.372,0.462,0.04,0.067,0.77,0.427,0.26,0.006,1.0,0.772,0.693,0.3,0.028,0.125,0.9,0.14,0.444,0.0
0.016,0.636,0.067,0.055,0.615,0.012,0.011,0.96,0.907,0.94,0.94,0.64,0.388,0.549,0.8,0.119,0.003,0.7,0.08,0.333,0.0
0.012,0.668,0.01,0.334,0.692,0.014,0.0,0.035,0.353,0.02,0.001,0.14,0.567,0.522,0.8,0.091,0.11,0.6,0.08,0.667,0.0
0.014,0.492,0.086,0.17,0.538,0.009,0.1,0.49,0.18,0.2,0.005,0.06,0.429,0.403,0.4,0.077,0.113,0.7,0.06,0.889,0.0
0.014,0.009,0.048,0.103,0.692,0.036,0.1,0.455,0.433,0.51,0.51,0.115,0.823,0.645,0.6,0.06,0.175,0.3,0.12,0.333,0.0
0.01,0.392,0.067,0.028,0.462,0.005,0.056,0.195,0.22,0.83,0.83,0.395,0.812,0.577,0.4,0.045,0.101,0.8,0.2,0.889,0.0
0.002,0.184,0.038,0.269,0.615,0.001,0.0,0.825,0.533,0.54,0.54,0.815,0.563,0.604,0.8,0.002,0.089,0.1,0.16,0.0,0.0
0.018,0.005,0.019,0.016,0.462,0.006,0.011,0.385,0.54,0.2,0.007,0.74,0.347,0.601,0.8,0.176,0.003,0.3,0.18,0.222,0.0
0.01,0.138,0.029,0.34,0.769,0.029,0.089,0.24,0.907,0.73,0.73,0.82,0.779,0.515,0.8,0.009,0.046,0.6,0.12,0.222,0.0
